0.002499,-0.006546457,0.215365
0.012495,-0.006675235,0.1658253
0.022491,-0.006357357,0.1792325
0.032487,-0.0059789,0.117971
0.04248299,-0.005715012,0.07817387
0.05247899,-0.005420107,0.0751785
0.06247499,-0.005398927,0.09251063
0.07247099,-0.005861968,0.1270694
0.08246698,-0.006259808,0.1824491
0.09246298,-0.00649052,0.1766394
0.102459,-0.006825923,0.1999563
0.112455,-0.00710691,0.1725025
0.122451,-0.006916468,0.1831576
0.132447,-0.006642854,0.1734414
0.142443,-0.006595571,0.1401986
0.152439,-0.006381767,0.1060409
0.162435,-0.005955949,0.0416037
0.172431,-0.005614948,0.02606474
0.182427,-0.005408216,0.03215213
0.192423,-0.005520186,0.0410339
0.202419,-0.005773337,0.05327639
0.212415,-0.006093633,0.1255198
0.2224109,-0.006638872,0.1567739
0.2324069,-0.007006492,0.2013749
0.2424029,-0.007229679,0.1653393
0.2523989,-0.007149722,0.1643659
0.262395,-0.006904007,0.1577997
0.2723911,-0.006731447,0.09829266
0.2823871,-0.00629119,0.08559994
0.2923832,-0.005942046,0.07346571
0.3023792,-0.005748572,0.03554026
0.3123753,-0.005603732,0.03937714
0.3223713,-0.005507908,0.06285249
0.3323674,-0.005740493,0.09234414
0.3423634,-0.006148966,0.1217303
0.3523595,-0.006528598,0.174379
0.3623556,-0.006965823,0.1755759
0.3723516,-0.007102337,0.2066378
0.3823477,-0.006818685,0.1922042
0.3923437,-0.006721232,0.1590421
0.4023398,-0.006281453,0.126302
0.4123358,-0.006067578,0.1079814
0.4223319,-0.005825324,0.05861851
0.432328,-0.005539726,0.07042843
0.442324,-0.005422754,0.06715059
0.4523201,-0.005568445,0.09911717
0.4623161,-0.005954876,0.1199735
0.4723122,-0.006259142,0.1844092
0.4823082,-0.006758282,0.1751549
0.4923043,-0.007052375,0.1900934
0.5023003,-0.006877964,0.1974268
0.5122963,-0.006583031,0.1696639
0.5222922,-0.006615615,0.1549469
0.5322881,-0.006467021,0.1184294
0.5422841,-0.006029313,0.1006756
0.55228,-0.00573203,0.08480324
0.5622759,-0.005771104,0.04188597
0.5722719,-0.005566378,0.04531033
0.5822678,-0.005492541,0.08086962
0.5922638,-0.005869918,0.1217431
0.6022597,-0.006346636,0.199174
0.6122556,-0.006904664,0.2115513
0.6222516,-0.007239618,0.2131266
0.6322475,-0.007214419,0.2109966
0.6422434,-0.007056392,0.2159582
0.6522394,-0.00687215,0.2003096
0.6622353,-0.006664409,0.1827822
0.6722313,-0.006551045,0.1494842
0.6822272,-0.006390412,0.0970418
0.6922231,-0.005917553,0.05864222
0.7022191,-0.005543755,0.0382403
0.712215,-0.005317781,0.03113195
0.7222109,-0.005560335,0.04565451
0.7322069,-0.005740127,0.06148442
0.7422028,-0.006228216,0.1038974
0.7521988,-0.00668314,0.1382081
0.7621947,-0.006954545,0.1699695
0.7721906,-0.007108088,0.1566729
0.7821866,-0.007148091,0.1553317
0.7921825,-0.006818638,0.1238305
0.8021784,-0.006477701,0.09991398
0.8121744,-0.006064727,0.07569583
0.8221703,-0.005674557,0.04210605
0.8321663,-0.00553137,0.01907933
0.8421622,-0.005342492,0.06396382
0.8521581,-0.005440515,0.09239539
0.8621541,-0.006041914,0.1082791
0.87215,-0.006466498,0.1560887
0.8821459,-0.006906356,0.1758258
0.8921419,-0.007077323,0.1792649
0.9021378,-0.006892948,0.1851867
0.9121338,-0.006590283,0.1533459
0.9221297,-0.006315566,0.1416678
0.9321256,-0.006031413,0.1280306
0.9421216,-0.005874128,0.09133325
0.9521175,-0.005713469,0.06722561
0.9621134,-0.005450809,0.06375296
