0.0025,-0.01471031,-10.67109,0.03,-3.80937
0.0125,-0.001371466,3.806763,0.01,-1.9696
0.0225,-0.002100639,-1.340026,0.05,5.574429
0.0325,0.005842525,-0.8410153,0.01,2.269251
0.0425,0.006220338,2.615765,0.03,-2.894315
0.05250001,-0.001090502,-11.46176,0,-4.964759
0.06250001,-0.009218739,9.502016,0,2.472891
0.0725,-0.009569494,-5.21112,0.03,4.072275
0.08249999,-0.004853822,9.920541,0.02,-1.668552
0.09249998,-0.002199169,-11.81493,0.03,-2.785701
0.1025,-0.003274816,7.01478,0,0.2399586
0.1125,-0.01113124,-8.611113,0.04,2.15152
0.1225,-0.003877366,14.119,0.02,1.360622
0.1324999,0.001059216,-10.85723,0.04,-2.792931
0.1424999,-0.000370476,4.76782,0.01,-0.554688
0.1524999,-0.005556577,-4.797804,0.03,1.758989
0.1624999,-0.003655026,4.532592,0.02,2.460924
0.1724999,0.001137124,4.43916,0.03,-0.6877079
0.1824999,0.00043292,-9.626948,0.02,-2.856404
0.1924999,-0.005541641,8.265427,0.01,0.7796988
0.2024999,-0.006714487,-9.579471,0.03,3.019237
0.2124999,0.000239773,13.66581,0.01,0.667354
0.2224999,0.003000561,-12.11743,0.03,-1.586216
0.2324999,0.002358474,9.263743,0,-2.679719
0.2424998,-0.002753674,-10.17817,0.02,2.716141
0.2524998,-0.00402039,1.154419,0,1.103004
0.2624998,-0.003068126,4.335701,0.01,1.81291
0.2724998,0.003023443,-3.031976,0,-3.800305
0.2824998,-0.002005763,3.214201,0,-1.295714
0.2924998,-0.0127633,-10.2926,0,1.076603
0.3024998,-0.01233609,16.26761,0,3.611725
0.3124998,-0.002418362,-8.637221,0.03,-0.7348585
0.3224998,0.00101451,4.433335,0,-4.280451
0.3324998,-0.007682132,-8.532141,0.01,-0.04739587
0.3424998,-0.007824996,9.050629,0.01,3.991224
0.3524998,0.000211589,-1.621291,0.03,2.422619
0.3624997,0.006753564,4.686745,0.01,-2.737048
0.3724997,0.002011721,-8.832752,0,-5.123316
0.3824997,-0.005604585,4.77474,0,4.208212
0.3924997,-0.001721008,5.252789,0.01,3.788678
0.4024997,0.002310126,0.3975176,0.01,1.351226
0.4124997,-0.007945597,-6.26212,0,-7.642595
0.4224997,-0.01425081,6.055193,0.01,1.93982
0.4324997,-0.008534737,-2.139994,0.02,3.721933
0.4424997,-0.001378994,8.18164,0.03,2.880158
0.4524997,0.000959915,-13.23333,0.02,-2.952232
0.4624996,-0.002601081,9.567818,0,-5.006798
0.4724996,-0.006492093,-8.034942,0.04,3.704599
0.4824996,0.000662018,13.78258,0.01,4.123716
0.4924996,0.004797707,-13.14702,0.03,-1.100069
0.5024996,-0.003005909,7.118198,0,-6.069759
0.5124996,-0.01136626,-3.289228,0.03,1.403059
0.5224996,-0.006546841,6.028383,0.02,4.191364
0.5324996,-0.00150662,-1.363248,0.03,1.104609
0.5424996,-0.004077029,-2.105251,0.02,-4.343181
0.5524996,-0.01039795,1.267194,0.03,-1.386829
0.5624996,-0.008965837,-7.531114,0.04,2.591385
0.5724996,-0.001043594,14.09029,0.03,3.115154
0.5824996,0.003223013,-12.91387,0.04,-0.8326973
0.5924996,-0.00066979,8.282979,0.02,-4.367688
0.6024995,-0.003836032,-8.672738,0.04,1.521162
0.6124995,0.001162259,6.285799,0.01,1.755062
0.6224995,0.000591779,0.310338,0.03,0.7318671
0.6324995,-0.00189312,-6.797045,0.01,-3.164207
0.6424995,-0.008021681,8.331732,0.02,0.2949547
0.6524995,-0.00937964,-11.25248,0.03,1.753244
0.6624995,-0.0108693,16.07093,0.01,-0.1033285
0.6724995,-0.007445021,-12.76957,0.06,0.4447769
0.6824995,-0.003586798,11.00064,0.02,-2.475419
0.6924995,-0.006050975,-9.432771,0.06,2.385379
0.7024994,-0.00480026,4.763158,0.03,-0.7238934
0.7124994,-0.003486115,2.783512,0.05,1.803578
0.7224994,0.00450127,-2.553569,0.04,-1.532696
0.7324994,0.004097383,4.096229,0.03,-1.258775
0.7424994,-0.004212634,-10.16449,0.04,-0.1249121
0.7524994,-0.007418363,9.561218,0.02,1.238879
0.7624994,-0.002712494,-5.072771,0.05,1.264614
0.7724994,0.002290633,4.073442,0.02,-1.055225
0.7824994,-0.003595281,-6.744002,0.03,-2.787135
0.7924994,-0.008091437,5.805455,0.02,2.276056
0.8024994,-0.004940515,0.5843487,0.04,1.132316
0.8124993,-0.002489942,0.3176636,0.02,0.4223363
0.8224993,-0.004312454,-4.987234,0.02,-4.141006
0.8324993,-0.007518136,5.158898,0.02,0.3513127
0.8424993,-0.006742253,-6.305952,0.04,2.308095
0.8524993,-0.002130009,5.513791,0.02,0.4398605
0.8624993,-0.001915684,-4.541645,0.03,-3.338506
0.8724993,-0.005740095,-0.9331464,0.02,-0.9785554
0.8824993,-0.008337388,-1.511729,0.04,4.572302
0.8924993,-0.00529845,5.308137,0.03,1.764094
0.9024993,-0.000114627,-3.508641,0.04,-0.3877103
0.9124992,-0.000187407,4.099881,0.02,-7.071892
0.9224992,-0.005061444,-5.784335,0.04,2.544174
0.9324992,-0.003653518,1.661376,0.01,4.855494
0.9424992,-0.000142803,8.993148,0.04,-0.1207837
0.9524992,0.000929024,-7.162636,0.02,-4.281546
0.9624992,-0.000294063,3.768364,0,-4.214857
0.9724992,-0.003711793,-6.599059,0.02,2.940541
0.9824992,-0.008009767,6.674002,0.01,5.562976
0.9924992,-0.006339574,-4.296006,0.02,-1.042625
1.002499,-0.003409852,4.845133,0.01,-3.440306
1.012499,-0.005676923,-7.7724,0.02,-1.61481
1.0225,-0.01104972,2.903312,0.01,2.9866
1.0325,-0.009435783,0.7801789,0.04,3.227455
1.0425,-0.002694185,7.62327,0.03,-1.858868
1.0525,-0.000203243,-3.518162,0.03,-3.537615
1.062501,-0.002004855,1.680367,0.02,-0.2586293
1.072501,-0.006852673,-2.281753,0.03,4.020626
1.082501,-0.00799763,-1.018549,0.03,-0.2163548
1.092501,-0.007097507,11.16611,0.04,-1.476678
1.102502,-0.000312792,-11.24041,0.05,-2.939569
1.112502,-0.001549706,17.39659,0.02,2.266621
1.122502,-0.003717178,-24.65167,0.06,2.104651
1.132502,-0.004374912,22.58117,0,-0.4347331
1.142502,-0.007793608,-17.41711,0.07,-1.166816
1.152503,0.00321666,13.26473,0,-1.842414
1.162503,0.002231063,10.18124,0.05,2.024539
1.172503,-0.004603275,-21.33032,0.01,-0.5610546
1.182503,-0.009826258,24.43754,0.02,2.121871
1.192504,-0.004691738,-19.48182,0.04,-0.6302291
1.202504,-0.000809938,23.67729,0.01,-3.564214
1.212504,-0.006539848,-24.50341,0.04,-0.3790736
1.222504,-0.006676382,16.55433,0,1.66325
1.232504,-0.007501704,-4.731824,0.05,3.197773
1.242505,0.00072479,2.604259,0.01,0.6545926
1.252505,0.002465936,6.601633,0.03,-5.845538
1.262505,-0.001077868,-9.420197,0.03,-1.489594
1.272505,-0.009964211,5.369947,0.01,3.347055
1.282506,-0.0113105,2.573114,0.03,2.542377
1.292506,-0.000162319,-2.979529,0.03,-1.943461
1.302506,-0.002471598,3.349238,0.02,-5.558969
1.312506,-0.009481104,-10.04154,0.03,2.639161
1.322507,-0.009949248,14.88119,0.02,2.105788
1.332507,-0.002131277,-14.2281,0.05,1.216387
1.342507,0.005239589,14.7298,0,-4.52252
1.352507,-0.005300937,-18.63167,0.05,-1.613071
1.362507,-0.005893338,9.71161,0,2.388606
1.372508,-0.005636829,-1.742316,0.05,4.178436
1.382508,-0.001249642,0.8988687,0.01,-1.978284
1.392508,-0.003243762,4.111644,0.04,-3.361736
1.402508,-0.006816582,-13.2384,0.01,-0.9685536
1.412509,-0.009346457,15.44069,0.03,4.764139
1.422509,-0.005796506,-18.14482,0.03,-0.5326054
1.432509,-0.001911569,17.52999,0.01,-0.466043
1.442509,0.000791063,-12.6797,0.04,-0.8939608
1.45251,0.002057852,4.938333,0,-0.1361439
1.46251,-0.002158432,-8.023163,0.02,1.189807
1.47251,-0.006431755,7.892433,0,-1.039257
1.48251,-0.005019363,-2.957494,0.02,0.7876838
1.49251,-0.00000596,2.940384,0,-0.03654593
1.502511,-0.002776899,-4.579471,0.01,0.1660968
1.512511,-0.01075909,3.045187,0,-2.218335
1.522511,-0.01181387,-1.597762,0.02,2.363907
1.532511,-0.004032772,6.327315,0.01,0.5918809
1.542512,-0.000798983,-5.550172,0.02,-0.4550832
1.552512,-0.003179037,-0.6959965,0,-3.354949
1.562512,-0.008108171,2.819468,0.02,1.606058
1.572512,-0.003215146,-13.67763,0.02,2.576681
1.582512,0.003221426,15.59977,0,-1.048123
1.592513,0.001288797,-15.57599,0.02,-2.419178
1.602513,-0.002503609,8.221702,-0.01,-0.09377037
1.612513,-0.005729171,-4.095015,0.02,4.378594
1.622513,0.000132125,5.883585,0,0.067518
1.632514,-0.003720293,-7.16127,0,-3.455031
1.642514,-0.007822136,1.308189,0,-0.7294995
1.652514,-0.01166251,7.518696,0.01,2.790303
1.662514,-0.003029739,-9.245995,0.01,3.64845
1.672515,-0.000879149,9.629249,0,-5.103659
1.682515,-0.003992342,-13.13806,0.01,-1.967788
1.692515,-0.00590807,7.781229,0,1.918565
1.702515,-0.001215073,-0.53614,0.02,3.884269
1.712515,0.00343595,-0.5265971,0,-1.111892
1.722516,-0.001639555,-0.1840807,0,-5.026448
1.732516,-0.005679635,-4.70735,-0.01,2.363096
1.742516,-0.007079461,8.437469,0,2.592872
1.752516,-0.000342115,-11.78647,0,-0.8843938
1.762517,0.00221531,16.45346,-0.02,-1.377682
1.772517,-0.00234437,-15.53977,0,-2.97771
1.782517,-0.005642341,10.78781,-0.03,4.158227
1.792517,-0.005312311,-5.221297,0.01,1.281885
1.802518,-0.00379128,6.470736,-0.02,-0.3604544
1.812518,-0.004610019,-5.351173,0,-3.813241
1.822518,-0.006982162,-0.09675257,-0.01,1.421065
1.832518,-0.008172257,1.851793,0,3.12298
1.842518,-0.004233751,-0.9151278,0,0.07381193
1.852519,-0.000310887,8.973413,0,-0.9657377
1.862519,0.002283575,-9.172258,0,-3.173539
1.872519,0.000261551,6.162871,-0.01,1.450023
1.882519,-0.005625647,-4.781955,0,1.424464
1.89252,-0.004250364,2.915093,0,0.4860615
1.90252,0.001327238,-1.817946,0,-1.795674
1.91252,0.000407983,0.4848693,-0.01,-2.139254
1.92252,-0.004653381,-3.006147,0,2.143465
1.932521,-0.007063788,0.9864123,0,3.236576
1.942521,-0.001300147,3.771547,0,-0.9423746
1.952521,-0.000130902,-3.969577,0,-4.97149
1.962521,-0.006579036,-5.000633,-0.01,-0.07374433
1.972521,-0.006884005,9.71358,0,5.283675
1.982522,0.001127162,-9.301028,0,2.46193
1.992522,0.001380195,10.19239,-0.01,-7.055021
2.002522,-0.005406086,-18.58863,0,-2.203176
2.012522,-0.006295138,18.61038,-0.01,4.055392
2.022522,-0.00043857,-9.170064,0.01,5.365957
2.032523,0.003355563,5.013088,-0.02,-4.065557
2.042523,-0.00401397,-9.067948,0,-5.185429
2.052523,-0.006379227,1.073864,-0.01,0.05429003
2.062523,-0.01020738,1.760939,0,4.965602
2.072524,-0.001601811,0.8453872,0,2.655735
2.082524,0.00458636,0.07213856,0,-4.568414
2.092524,-0.002268302,-3.920322,0,-3.371123
2.102524,-0.006108683,0.3955094,-0.01,3.215079
2.112525,-0.005712945,5.783323,0,4.651474
2.122525,0.002276197,-8.055519,0,-1.12562
2.132525,-0.000622598,7.441038,-0.01,-6.004288
2.142525,-0.007662592,-10.93626,0,1.526901
2.152525,-0.007656517,15.56979,-0.01,4.603126
2.162526,-0.001047579,-15.41731,0.02,1.486513
2.172526,-0.001237987,19.6056,-0.02,-5.426789
2.182526,-0.005044964,-21.08106,0.03,-1.352026
2.192526,-0.001907853,18.95219,-0.02,3.445156
2.202527,-0.001853892,-16.76474,0.03,1.126429
2.212527,-0.000698571,15.15343,-0.01,-0.3783639
2.222527,0.000732974,-9.378278,0.02,-2.860071
2.232527,-0.001248161,3.592723,-0.01,0.2633763
2.242527,-0.005320398,-4.05735,0.01,2.617153
2.252528,-0.006764441,3.67552,0,1.596895
2.262528,-0.001482302,4.796618,0,0.9202972
2.272528,0.003474751,-5.410248,0,-5.159822
2.282528,-0.00439875,5.33708,0,0.509552
2.292529,-0.008289239,-5.308951,0.01,3.169625
2.302529,-0.001836241,8.204582,0,1.577089
2.312529,0.002000324,-2.970851,0.02,-4.408206
2.322529,-0.001770244,-2.301379,0,-2.146518
2.33253,-0.007157383,0.1835355,0,3.252438
2.34253,-0.004168733,1.793169,0.02,2.251451
2.35253,0.002067399,2.167905,0.01,-0.9543883
2.36253,0.001283865,-3.340917,0.01,-4.740744
2.37253,-0.00163925,-3.155971,0,0.8266187
2.382531,-0.004769048,7.846332,0.02,3.301548
2.392531,-0.002667756,-5.494155,0.01,1.149568
2.402531,-0.002429047,6.682035,0.01,-1.917626
2.412531,-0.007193563,-10.65775,0.02,-1.935485
2.422532,-0.009334235,16.3868,0.02,1.726782
2.432532,-0.004370349,-13.52404,0.04,1.605865
2.442532,0.000365747,15.21282,0.02,-1.276302
2.452532,-0.000329616,-11.44834,0.04,-2.303044
2.462533,-0.003245275,7.902171,0.01,0.2904762
2.472533,-0.003631393,-6.184372,0.05,0.7900577
2.482533,0.001806669,7.131317,0.02,1.006593
2.492533,0.002800544,-6.116658,0.04,-1.561936
2.502533,-0.000400816,3.992692,0.02,0.8006386
2.512534,-0.003365564,-3.658527,0.04,-0.4851704
2.522534,-0.001731402,6.32349,0.02,0.5742099
2.532534,0.001551707,-3.64368,0.04,0.545261
2.542534,-0.0000182,2.493642,0.02,-0.2084029
2.552535,-0.003972113,-4.983833,0.03,-0.1542386
2.562535,-0.007494098,1.691661,0.02,-1.145944
2.572535,-0.005709896,2.838761,0.04,2.21451
2.582535,-0.000412207,-1.536335,0.03,0.6434251
2.592535,-0.001163479,2.771833,0.04,-2.13313
2.602536,-0.004932774,-1.717383,0.04,-0.2104884
2.612536,-0.002868804,5.462585,0.05,1.020852
2.622536,0.00164312,-4.910861,0.04,2.08664
2.632536,0.001941237,3.673059,0.04,-3.149792
2.642537,-0.002287466,-3.205692,0.04,0.4820007
2.652537,-0.003643906,11.47835,0.05,0.4131906
2.662537,-0.000729987,-12.19699,0.06,2.701879
2.672537,-0.00041609,17.27767,0.03,-2.965476
2.682538,-0.002994987,-19.48895,0.07,-0.9375888
2.692538,-0.004939867,19.40398,0.02,0.775147
2.702538,-0.004546305,-17.89825,0.09,2.920695
2.712538,-0.000035,21.44091,0.03,-2.349484
2.722538,-0.000901371,-21.9212,0.09,-2.856857
2.732539,-0.002688399,16.69536,0.03,0.8406145
2.742539,-0.004794668,-15.46729,0.09,4.408288
2.752539,-0.001857765,14.52085,0.04,-2.751257
2.762539,-0.001996279,-0.3604391,0.1,-0.8974988
2.77254,0.00072429,-8.274095,0.05,-1.904564
2.78254,-0.001695428,14.04064,0.08,4.517667
2.79254,-0.002332769,-14.22345,0.08,0.6230819
2.80254,0.000789885,15.26269,0.07,-2.680074
2.812541,0.001600365,-15.17764,0.08,-2.030884
2.822541,-0.000496947,15.23537,0.06,2.328094
2.832541,-0.004834796,-14.84998,0.09,2.36719
2.842541,-0.002130536,11.92784,0.06,-1.726133
2.852541,-0.000811383,0.3600531,0.09,-2.685301
